date,CDS_01_RET,CDS_02_RET,CDS_03_RET,CDS_04_RET,CDS_05_RET,CDS_06_RET,CDS_07_RET,CDS_08_RET,CDS_09_RET,CDS_10_RET,CDS_11_RET,CDS_12_RET,CDS_13_RET,CDS_14_RET,CDS_15_RET,CDS_16_RET,CDS_17_RET,CDS_18_RET,CDS_19_RET,CDS_20_RET
2001-01-31,,,,,,,,,,,,,,,,,,,,
2001-02-28,-0.0004182831324220653,-0.0014156016722179068,-0.00040695304735956017,-8.396140260441803e-05,-0.0007732496730549686,0.0005133051042042564,0.00029268624767944245,0.0008455425852405836,0.001569379838384482,0.0017270244096512875,0.0024480863213966917,0.002218962391274351,0.0023819745447099753,0.007786330661592325,0.005592182793746403,0.0036142275362316505,0.0008847843278625097,0.0006384593652291692,0.012965204000199576,0.029469308436796165
2001-03-31,-0.00010081897326434144,0.0003139014956374562,-0.0006639718090763083,-0.0007825046594067076,-0.0014328962234199365,-0.0012382491960487825,-0.00024359612430079053,0.0005450740131203427,0.0006885061669195791,-0.0007465881575009733,-0.002014145653066054,-0.0024966048672788728,-0.002475635625621623,-0.006998660679342578,-0.001925816728188172,-0.0001150874626590333,-3.2132587931855297e-05,-0.003773096010202934,-0.007070349878764627,-0.03142838513336104
2001-04-30,3.8217895166149875e-07,0.00036056190670810754,-4.61742998137066e-05,-8.790162173485133e-05,-0.0004476376319306669,-0.0011915770215516121,-0.000703104374381525,0.0009925555035592121,-0.00022996214179123932,-0.00042050809935746593,-0.00031472961860241715,-0.0013256662670079178,-0.0019247436450175748,0.003138455019331966,6.204173357353866e-05,0.0014166129171869924,0.008401289778069157,0.0071996917062886814,-0.0019575931184380594,-0.0019974927290224223
2001-05-31,-0.0005955708496486892,-0.0010280966461060962,-0.0012261764625545789,-0.0011723021907886985,-0.001119609408559947,-0.001388890338304826,-0.0012103767440385274,-0.0032300272049554236,-0.0025429176928720436,-0.0023956533441243603,-0.0030153100397756977,-0.001544441562852867,0.00025248730294574637,-0.0041620774309628576,-0.003003574578960308,-0.0012124025485568608,-0.004132811823184275,-0.002286163633050398,-0.0025284985534946586,-0.02557672539609737
2001-06-30,-0.0010351166317214848,-0.0002530081258840862,-0.0006423394649204079,-0.0003836737126390225,-0.00033890504350979285,6.147327190194767e-05,0.0013957159526911066,0.0003955330997381697,0.000842442124188755,0.0010078926581034522,0.00065693891621144,-0.0007601930308514335,-0.0017031340134779135,-0.004081596610085598,-0.0016735270321165633,-0.0035870821216355594,-0.0027967722009460574,-0.0036211847806420336,0.0014295540816547405,0.03574324491951071
2001-07-31,2.923086372609877e-05,0.0002312759890578208,0.00013531952124547808,0.0003354108824897945,0.00041543684028329513,0.0006031814970475583,-0.0005962267348610167,0.00017985951127737153,-0.001036430386536944,5.165668843528902e-05,0.0006546107042299025,0.0024181853045160484,0.00227370128156975,0.002940766437434722,0.00014305938763885733,0.002313724306014391,0.0022357796292642495,0.0005862446647444432,0.003360461435060255,0.01349957792836591
2001-08-31,-0.0006934227385612913,-0.0008802697313879028,-0.00010173898823161864,-4.109494365576173e-05,-0.0002767521068137418,-0.00021888447945524108,-0.001990097160649165,-0.0010145466295603384,9.172354122770506e-05,-1.7519161263166828e-05,-0.00026104297957544177,-0.002374526812434137,-0.0026055843286112907,-0.0006317831999203387,-0.0016539753845895549,-0.0008987282034659525,-0.0007061231800773905,-3.669142331900923e-05,-0.002551189919020406,0.0022190997817339297
2001-09-30,0.002537783991290979,0.0028502801582116206,0.004125286644616269,0.00564084886884741,0.007061745411867513,0.007269204623860838,0.008632347350388722,0.0065943375346787046,0.006517596565896855,0.007279895482884855,0.009920140708204269,0.014534995025984175,0.015075066431772342,0.015557512025761408,0.015869474899781525,0.012243164791267072,0.01999846438476259,0.023158698515125982,0.032652231616254274,0.008949838387150456
2001-10-31,-0.00035153707876985725,9.8597220852778e-05,0.00041089855446114587,0.0008897010583188052,0.0006494354723601198,0.00017537674367588962,-0.00019008571328375212,0.0017403579819381357,0.0015734487693465317,0.0013738188977727114,0.002614688142073747,0.0024503802216394783,0.004879293076926646,0.005351171721175425,0.006041092111358454,0.00815496726998882,0.005617389855577618,0.008602809531905077,0.010834041400891758,0.0055350441719632364
2001-11-30,-0.0004883870453854962,-0.0007068336172938989,-0.0009470166683402949,-0.001681321497764742,-0.0015943830190776312,-0.0007306262575136914,-0.0012701543326542088,-0.002007384826701793,-0.0015347073518193254,-0.0008966393746648722,-0.002739922939190086,-0.0033013999657903323,-0.005791519584889928,-0.007788780935125282,-0.006536194753475272,-0.006831521657355672,-0.0034520493927042268,0.00025008914066620015,-0.0042785908666533095,-0.001234790759113055
2001-12-31,-4.9681061856218506e-05,0.0002072290523734925,-0.0010847528303535288,-0.000535865430901605,-0.0001729589286031735,-0.0006467750734640059,0.0011507082093555972,0.0014289349636714954,0.001262056692371386,0.00014638724202620015,-0.00047681944963207025,-0.00024199883247283253,0.003013886126587138,0.003420879565486642,0.0035659763711523174,0.005280189189718092,0.007373338143263675,0.006272081945874103,0.0034588367245265996,0.003927754411407268
